[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,12),(7,13),(7,20),(8,11),(8,13),(8,17),(9,10),(9,13),(9,16),(10,11),(10,12),(11,12),(14,15),(14,23),(15,16),(17,19),(18,21),(20,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,12),(7,13),(7,20),(8,11),(8,13),(8,17),(9,10),(9,12),(9,16),(10,11),(10,12),(11,13),(14,15),(14,23),(15,16),(17,19),(18,21),(20,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,12),(7,13),(7,20),(8,11),(8,13),(8,16),(9,10),(9,11),(9,17),(10,11),(10,12),(12,13),(14,15),(14,23),(15,16),(17,19),(18,21),(20,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,19),(3,22),(3,23),(4,17),(4,18),(4,25),(5,16),(5,18),(5,21),(6,15),(6,17),(6,21),(7,13),(7,14),(7,24),(8,12),(8,14),(8,20),(9,10),(9,11),(9,23),(10,11),(10,16),(11,12),(12,19),(13,14),(13,15),(15,20),(16,19),(17,18)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,19),(3,22),(3,23),(4,17),(4,18),(4,25),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,12),(8,14),(8,16),(9,11),(9,13),(9,17),(10,11),(10,12),(10,19),(11,12),(13,17),(14,16),(15,20),(18,21),(19,23)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,19),(3,22),(3,23),(4,17),(4,18),(4,25),(5,16),(5,18),(5,21),(6,14),(6,15),(6,20),(7,13),(7,15),(7,17),(8,11),(8,12),(8,19),(9,10),(9,12),(9,16),(10,11),(10,16),(11,19),(12,15),(13,14),(13,17),(14,20),(18,21),(23,24)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,19),(3,22),(3,23),(4,17),(4,18),(4,25),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,12),(8,14),(8,16),(9,10),(9,11),(9,17),(10,11),(10,13),(11,12),(12,18),(13,14),(15,19),(16,19),(17,20),(21,23)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,19),(3,22),(3,23),(4,17),(4,18),(4,25),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,11),(8,12),(8,19),(9,10),(9,12),(9,17),(10,11),(10,14),(11,13),(12,16),(13,15),(14,20),(16,18),(17,21),(19,23)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,19),(3,22),(3,23),(4,17),(4,18),(4,25),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,12),(8,14),(8,16),(9,10),(9,11),(9,19),(10,11),(10,17),(11,12),(12,18),(13,15),(13,16),(14,19),(17,23),(20,21)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,16),(8,12),(8,13),(8,17),(9,10),(9,11),(9,22),(10,11),(10,20),(11,17),(12,13),(12,14),(14,15),(16,18),(19,23),(20,21)]
