[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,12),(8,14),(8,16),(9,11),(9,13),(9,17),(10,11),(10,12),(10,15),(11,13),(12,16),(14,23),(17,19),(18,21),(20,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,23),(8,12),(8,14),(8,20),(9,11),(9,13),(9,17),(10,11),(10,12),(10,16),(11,17),(12,14),(13,19),(15,20),(16,21),(18,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,23),(8,12),(8,14),(8,20),(9,11),(9,14),(9,16),(10,11),(10,12),(10,17),(11,12),(13,15),(13,16),(17,19),(18,21),(20,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,12),(8,14),(8,16),(9,11),(9,13),(9,17),(10,11),(10,12),(10,15),(11,17),(12,14),(13,22),(16,18),(19,23),(20,21)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,20),(8,12),(8,14),(8,16),(9,11),(9,13),(9,17),(10,11),(10,12),(10,15),(11,17),(12,14),(13,21),(16,18),(19,23),(20,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,25),(4,17),(4,19),(4,23),(5,16),(5,18),(5,21),(6,14),(6,15),(6,24),(7,13),(7,15),(7,23),(8,12),(8,14),(8,20),(9,11),(9,14),(9,16),(10,11),(10,12),(10,17),(11,18),(12,20),(13,15),(13,16),(17,19),(21,22)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,21),(5,15),(5,17),(5,19),(6,14),(6,15),(6,20),(7,12),(7,13),(7,18),(8,11),(8,13),(8,16),(9,10),(9,13),(9,14),(10,11),(10,12),(11,12),(14,20),(15,19),(16,17),(18,23),(21,25),(22,24)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,21),(5,15),(5,17),(5,19),(6,14),(6,15),(6,20),(7,12),(7,13),(7,18),(8,11),(8,13),(8,16),(9,10),(9,13),(9,14),(10,11),(10,12),(11,12),(14,20),(15,19),(16,17),(18,23),(21,24),(22,25)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,21),(5,15),(5,17),(5,19),(6,14),(6,15),(6,20),(7,12),(7,13),(7,18),(8,11),(8,13),(8,16),(9,10),(9,12),(9,14),(10,11),(10,12),(11,13),(14,20),(15,19),(16,17),(18,23),(21,25),(22,24)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,21),(5,15),(5,17),(5,19),(6,14),(6,15),(6,20),(7,12),(7,13),(7,18),(8,11),(8,13),(8,16),(9,10),(9,12),(9,14),(10,11),(10,12),(11,13),(14,20),(15,19),(16,17),(18,23),(21,22),(24,25)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,23),(5,14),(5,15),(5,21),(6,13),(6,15),(6,19),(7,12),(7,14),(7,17),(8,11),(8,13),(8,20),(9,10),(9,12),(9,20),(10,12),(10,16),(11,13),(11,18),(14,15),(16,17),(18,19),(21,24),(22,25)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,23),(5,14),(5,15),(5,21),(6,13),(6,15),(6,19),(7,12),(7,14),(7,17),(8,11),(8,13),(8,20),(9,10),(9,12),(9,20),(10,12),(10,16),(11,13),(11,18),(14,15),(16,17),(18,19),(21,25),(22,24)]
[(0,23),(0,24),(0,25),(1,21),(1,22),(1,25),(2,20),(2,22),(2,24),(3,18),(3,19),(3,23),(4,16),(4,17),(4,23),(5,14),(5,15),(5,21),(6,13),(6,15),(6,19),(7,12),(7,14),(7,17),(8,11),(8,13),(8,18),(9,10),(9,12),(9,16),(10,11),(10,20),(11,20),(12,14),(13,15),(16,17),(18,19),(21,22),(24,25)]
